DOI,Date,Kind,Title,Authors,Image URL
10.1038/sdata201547,2015-09-15,Data Descriptor,The proteome of mouse vestibular hair bundles over development,Jocelyn F. Krey | Nicholas E. Sherman | Peter G. Barr-Gillespie,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.47/MediaObjects/41597_2015_Article_BFsdata201547_Fig1_HTML.jpg
10.1038/sdata201548,2015-09-15,Data Descriptor,Roads and cities of 18th century France,Julien Perret | Maurizio Gribaudi | Marc Barthelemy,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.48/MediaObjects/41597_2015_Article_BFsdata201548_Fig1_HTML.jpg
10.1038/sdata201549,2015-09-15,Data Descriptor,"Database of host-pathogen and related species interactions, and their global distribution",Maya Wardeh | Claire Risley | Matthew Baylis,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.49/MediaObjects/41597_2015_Article_BFsdata201549_Fig1_HTML.jpg
10.1038/sdata201552,2015-09-21,Data Descriptor,High-resolution computed tomography reconstructions of invertebrate burrow systems,Rachel Hale | Richard Boardman | Martin Solan,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.52/MediaObjects/41597_2015_Article_BFsdata201552_Fig1_HTML.jpg
10.1038/sdata201553,2015-09-29,Data Descriptor,A database to enable discovery and design of piezoelectric materials,Maarten de Jong | Wei Chen | Kristin Aslaug Persson,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.53/MediaObjects/41597_2015_Article_BFsdata201553_Fig1_HTML.jpg
10.1038/sdata201551,2015-09-29,Data Descriptor,De novo transcriptome profiling of highly purified human lymphocytes primary cells,Raoul J.P. Bonnal | Valeria Ranzani | Massimiliano Pagani,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.51/MediaObjects/41597_2015_Article_BFsdata201551_Fig1_HTML.jpg
10.1038/sdata201550,2015-09-29,Data Descriptor,The Centennial Trends Greater Horn of Africa precipitation dataset,Chris Funk | Sharon E. Nicholson | Laura Harrison,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.50/MediaObjects/41597_2015_Article_BFsdata201550_Fig1_HTML.jpg
10.1038/sdata201543,2015-10-13,Data Descriptor,Test-retest resting-state fMRI in healthy elderly persons with a family history of Alzheimer’s disease,Pierre Orban | Cécile Madjar | Seqian Wang,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.43/MediaObjects/41597_2015_Article_BFsdata201543_Fig1_HTML.jpg
10.1038/sdata201554,2015-10-13,Data Descriptor,"Sea surface temperature and salinity from French research vessels, 2001–2013",Fabienne Gaillard | Denis Diverres | Gilles Reverdin,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.54/MediaObjects/41597_2015_Article_BFsdata201554_Fig1_HTML.jpg
10.1038/sdata201555,2015-10-27,Data Descriptor,A multi-source dataset of urban life in the city of Milan and the Province of Trentino,Gianni Barlacchi | Marco De Nadai | Bruno Lepri,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.55/MediaObjects/41597_2015_Article_BFsdata201555_Fig1_HTML.jpg
10.1038/sdata201558,2015-10-27,Data Descriptor,Population genomic datasets describing the post-vaccine evolutionary epidemiology of Streptococcus pneumoniae,Nicholas J. Croucher | Jonathan A. Finkelstein | William P. Hanage,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.58/MediaObjects/41597_2015_Article_BFsdata201558_Fig1_HTML.jpg
10.1038/sdata201557,2015-10-27,Data Descriptor,"Australian sea-floor survey data, with images and expert annotations",Michael Bewley | Ariell Friedman | Stefan B. Williams,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.57/MediaObjects/41597_2015_Article_BFsdata201557_Fig1_HTML.jpg
10.1038/sdata201556,2015-10-27,Data Descriptor,A connectivity-based test-retest dataset of multi-modal magnetic resonance imaging in young healthy adults,Qixiang Lin | Zhengjia Dai | Yong He,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.56/MediaObjects/41597_2015_Article_BFsdata201556_Fig1_HTML.jpg
10.1038/sdata201559,2015-11-10,Data Descriptor,Multi-contrast submillimetric 3 Tesla hippocampal subfield segmentation protocol and dataset,Jessie Kulaga-Yoskovitz | Boris C. Bernhardt | Neda Bernasconi,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.59/MediaObjects/41597_2015_Article_BFsdata201559_Fig1_HTML.jpg
10.1038/sdata201563,2015-11-10,Data Descriptor,A resource of ribosomal RNA-depleted RNA-Seq data from different normal adult and fetal human tissues,Jocelyn Y.H. Choy | Priscilla L.S. Boon | Melissa J. Fullwood,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.63/MediaObjects/41597_2015_Article_BFsdata201563_Fig1_HTML.jpg
10.1038/sdata201561,2015-11-10,Data Descriptor,"Biological, ecological, conservation and legal information for all species and subspecies of Australian bird",Stephen T. Garnett | Daisy E. Duursma | Donald C. Franklin,
10.1038/sdata201562,2015-11-10,Data Descriptor,"Construction, complete sequence, and annotation of a BAC contig covering the silkworm chorion locus",Zhiwei Chen | Junko Nohata | Kazuei Mita,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.62/MediaObjects/41597_2015_Article_BFsdata201562_Fig1_HTML.jpg
10.1038/sdata201569,2015-11-24,Data Descriptor,"Mapping dominant annual land cover from 2009 to 2013 across Victoria, Australia using satellite imagery",Kathryn Sheffield | Elizabeth Morse-McNabb | Hayden Lewis,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.69/MediaObjects/41597_2015_Article_BFsdata201569_Fig1_HTML.jpg
10.1038/sdata201567,2015-11-24,Data Descriptor,A collection of Australian Drosophila datasets on climate adaptation and species distributions,Sandra B. Hangartner | Ary A. Hoffmann | Philippa C. Griffin,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.67/MediaObjects/41597_2015_Article_BFsdata201567_Fig1_HTML.jpg
10.1038/sdata201565,2015-11-24,Data Descriptor,"VenomKB, a new knowledge base for facilitating the validation of putative venom therapies",Joseph D. Romano | Nicholas P. Tatonetti,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.65/MediaObjects/41597_2015_Article_BFsdata201565_Fig1_HTML.jpg
10.1038/sdata201570,2015-11-24,Data Descriptor,"VLUIS, a land use data product for Victoria, Australia, covering 2006 to 2013",Elizabeth Morse-McNabb | Kathryn Sheffield | Steve Williams,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.70/MediaObjects/41597_2015_Article_BFsdata201570_Fig1_HTML.jpg
10.1038/sdata201564,2015-11-24,Data Descriptor,Dataset on coherent control of fields and induced currents in nonlinear multiphoton processes in a nanosphere,Duncan McArthur | Ben Hourahine | Francesco Papoff,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.64/MediaObjects/41597_2015_Article_BFsdata201564_Fig1_HTML.jpg
10.1038/sdata201560,2015-11-24,Data Descriptor,Onshore industrial wind turbine locations for the United States up to March 2014,Jay E. Diffendorfer | Louisa A. Kramer | Christopher P. Garrity,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.60/MediaObjects/41597_2015_Article_BFsdata201560_Fig1_HTML.jpg
10.1038/sdata201574,2015-12-08,Data Descriptor,Hair-bundle proteomes of avian and mammalian inner-ear utricles,Phillip A. Wilmarth | Jocelyn F. Krey | Peter G. Barr-Gillespie,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.74/MediaObjects/41597_2015_Article_BFsdata201574_Fig1_HTML.jpg
10.1038/sdata201572,2015-12-08,Data Descriptor,Species-wide genome sequence and nucleotide polymorphisms from the model allopolyploid plant Brassica napus,Thomas Schmutzer | Birgit Samans | Uwe Scholz,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.72/MediaObjects/41597_2015_Article_BFsdata201572_Fig1_HTML.jpg
10.1038/sdata201568,2015-12-08,Data Descriptor,Multi-omic profiles of human non-alcoholic fatty liver disease tissue highlight heterogenic phenotypes,Wasco Wruck | Karl Kashofer | James Adjaye,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.68/MediaObjects/41597_2015_Article_BFsdata201568_Fig1_HTML.jpg
10.1038/sdata201566,2015-12-08,Data Descriptor,The climate hazards infrared precipitation with stations—a new environmental record for monitoring extremes,Chris Funk | Pete Peterson | Joel Michaelsen,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.66/MediaObjects/41597_2015_Article_BFsdata201566_Fig1_HTML.jpg
10.1038/sdata201573,2015-12-08,Data Descriptor,Near-global freshwater-specific environmental variables for biodiversity analyses in 1 km resolution,Sami Domisch | Giuseppe Amatulli | Walter Jetz,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.73/MediaObjects/41597_2015_Article_BFsdata201573_Fig2_HTML.jpg
10.1038/sdata201576,2015-12-08,Data Descriptor,A global planktic foraminifer census data set for the Pliocene ocean,Harry Dowsett | Marci Robinson | Kevin Foley,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.76/MediaObjects/41597_2015_Article_BFsdata201576_Fig1_HTML.jpg
10.1038/sdata201571,2015-12-08,Data Descriptor,Long-term monitoring dataset of fish assemblages impinged at nuclear power plants in northern Taiwan,Hungyen Chen | Yun-Chih Liao | Kwang-Tsao Shao,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.71/MediaObjects/41597_2015_Article_BFsdata201571_Fig1_HTML.jpg
10.1038/sdata201575,2016-01-05,Data Descriptor,"Pantheon 1.0, a manually verified dataset of globally famous biographies",Amy Zhao Yu | Shahar Ronen | César A. Hidalgo,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.75/MediaObjects/41597_2016_Article_BFsdata201575_Fig1_HTML.jpg
10.1038/sdata201577,2016-01-05,Data Descriptor,Comprehensive systems biology analysis of a 7-month cigarette smoke inhalation study in C57BL/6 mice,Sam Ansari | Karine Baumer | Ching Qing Woon,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.77/MediaObjects/41597_2016_Article_BFsdata201577_Fig1_HTML.jpg
10.1038/sdata20162,2016-01-19,Data Descriptor,"Plant traits, productivity, biomass and soil properties from forest sites in the Pacific Northwest, 1999–2014",Logan T. Berner | Beverly E. Law,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2016.2/MediaObjects/41597_2016_Article_BFsdata20162_Fig1_HTML.jpg
10.1038/sdata201578,2016-01-19,Data Descriptor,A multimodal dataset of spontaneous speech and movement production on object affordances,Argiro Vatakis | Katerina Pastra,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2015.78/MediaObjects/41597_2016_Article_BFsdata201578_Fig1_HTML.jpg
10.1038/sdata20161,2016-02-02,Data Descriptor,"A collection of non-human primate computed tomography scans housed in MorphoSource, a repository for 3D data",Lynn E. Copes | Lynn M. Lucas | Doug M. Boyer,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2016.1/MediaObjects/41597_2016_Article_BFsdata20161_Fig1_HTML.jpg
10.1038/sdata20164,2016-02-02,Data Descriptor,DNA methylation profiling of primary neuroblastoma tumors using methyl-CpG-binding domain sequencing,Anneleen Decock | Maté Ongenaert | Jo Vandesompele,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2016.4/MediaObjects/41597_2016_Article_BFsdata20164_Fig1_HTML.jpg
10.1038/sdata20163,2016-02-02,Data Descriptor,A structural and functional magnetic resonance imaging dataset of brain tumour patients,Cyril R. Pernet | Krzysztof J. Gorgolewski | Joanna Wardlaw,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2016.3/MediaObjects/41597_2016_Article_BFsdata20163_Fig1_HTML.jpg
10.1038/sdata20168,2016-02-16,Data Descriptor,Transcriptome regulation and chromatin occupancy by E2F3 and MYC in mice,Xing Tang | Huayang Liu | Gustavo Leone,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2016.8/MediaObjects/41597_2016_Article_BFsdata20168_Fig1_HTML.jpg
10.1038/sdata20169,2016-02-16,Data Descriptor,"First-principles data set of 45,892 isolated and cation-coordinated conformers of 20 proteinogenic amino acids",Matti Ropo | Markus Schneider | Volker Blum,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2016.9/MediaObjects/41597_2016_Article_BFsdata20169_Fig1_HTML.jpg
10.1038/sdata201610,2016-02-16,Data Descriptor,An open access pilot freely sharing cancer genomic data from participants in Texas,Lauren B. Becnel | Stacey Pereira | Richard A. Gibbs,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2016.10/MediaObjects/41597_2016_Article_BFsdata201610_Fig1_HTML.jpg
10.1038/sdata20167,2016-02-16,Data Descriptor,Analysing biodiversity and conservation knowledge products to support regional environmental assessments,Thomas M. Brooks | H. Resit Akçakaya | Bruce E. Young,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2016.7/MediaObjects/41597_2016_Article_BFsdata20167_Fig1_HTML.jpg
10.1038/sdata20165,2016-02-16,Data Descriptor,"Spatiotemporal patterns of population in mainland China, 1990 to 2010",Andrea E. Gaughan | Forrest R. Stevens | Andrew J. Tatem,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2016.5/MediaObjects/41597_2016_Article_BFsdata20165_Fig1_HTML.jpg
10.1038/sdata201613,2016-03-01,Data Descriptor,Blended sea level anomaly fields with enhanced coastal coverage along the U.S. West Coast,C.M. Risien | P.T. Strub,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2016.13/MediaObjects/41597_2016_Article_BFsdata201613_Fig1_HTML.jpg
10.1038/sdata201614,2016-03-01,Data Descriptor,A global bionomic database for the dominant vectors of human malaria,N. Claire Massey | Gala Garrod | Marianne E. Sinka,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2016.14/MediaObjects/41597_2016_Article_BFsdata201614_Fig1_HTML.jpg
10.1038/sdata201612,2016-03-01,Data Descriptor,A polymer dataset for accelerated property prediction and design,Tran Doan Huan | Arun Mannodi-Kanakkithodi | Rampi Ramprasad,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2016.12/MediaObjects/41597_2016_Article_BFsdata201612_Fig1_HTML.jpg
10.1038/sdata20166,2016-03-01,Data Descriptor,Female and male life tables for seven wild primate species,Anne M. Bronikowski | Marina Cords | William F. Morris,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2016.6/MediaObjects/41597_2016_Article_BFsdata20166_Fig1_HTML.jpg
10.1038/sdata201611,2016-03-03,Data Descriptor,"The mPower study, Parkinson disease mobile data collected using ResearchKit",Brian M. Bot | Christine Suver | Andrew D. Trister,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2016.11/MediaObjects/41597_2016_Article_BFsdata201611_Fig1_HTML.jpg
10.1038/sdata201616,2016-03-15,Data Descriptor,A test-retest dataset for assessing long-term reliability of brain morphology and resting-state brain activity,Lijie Huang | Taicheng Huang | Jia Liu,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2016.16/MediaObjects/41597_2016_Article_BFsdata201616_Fig1_HTML.jpg
10.1038/sdata201619,2016-03-15,Data Descriptor,Genome-scale DNA methylome and transcriptome profiling of human neutrophils,Aniruddha Chatterjee | Peter A. Stockwell | Ian M. Morison,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2016.19/MediaObjects/41597_2016_Article_BFsdata201619_Fig1_HTML.jpg
10.1038/sdata201615,2016-03-15,Data Descriptor,A large dataset of protein dynamics in the mammalian heart proteome,Edward Lau | Quan Cao | Peipei Ping,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2016.15/MediaObjects/41597_2016_Article_BFsdata201615_Fig1_HTML.jpg
